"id","platform_name","transaction_id","order_date","order_time","amount"
62,DoorDash,,"2024-12-17","21:05:32",28.94
63,DoorDash,,"2024-12-17","20:59:40",43.85
64,DoorDash,,"2024-12-17","19:34:46",59.90
65,DoorDash,,"2024-12-17","17:05:33",29.95
66,DoorDash,,"2024-12-16","22:14:07",36.90
67,DoorDash,,"2024-12-16","19:29:51",32.45
68,DoorDash,,"2024-12-15","21:46:51",101.85
69,DoorDash,,"2024-12-15","20:54:36",77.35
70,DoorDash,,"2024-12-15","19:26:59",33.95
71,DoorDash,,"2024-12-14","23:11:36",20.95
72,DoorDash,,"2024-12-14","23:09:55",100.23
73,DoorDash,,"2024-12-14","21:43:12",22.95
74,DoorDash,,"2024-12-14","18:49:24",64.40
75,DoorDash,,"2024-12-14","18:02:39",27.95
76,DoorDash,,"2024-12-14","18:06:47",21.95
77,DoorDash,,"2024-12-14","18:20:28",29.95
78,DoorDash,,"2024-12-14","17:48:03",61.85
79,DoorDash,,"2024-12-14","17:26:06",74.89
80,DoorDash,,"2024-12-14","17:06:42",60.90
81,DoorDash,,"2024-12-13","20:46:01",51.85
82,DoorDash,,"2024-12-13","17:51:20",29.95
83,DoorDash,,"2024-12-12","22:51:07",23.45
84,DoorDash,,"2024-12-12","22:48:04",32.44
85,DoorDash,,"2024-12-12","20:46:56",18.95
86,DoorDash,,"2024-12-12","18:16:45",29.95
87,DoorDash,,"2024-12-12","17:24:32",40.90
89,DoorDash,,"2024-12-11","21:47:24",27.95
90,DoorDash,,"2024-12-11","18:34:13",77.35
91,DoorDash,,"2024-12-11","17:47:57",31.45
92,DoorDash,,"2024-12-11","17:49:21",24.95
93,DoorDash,,"2024-12-11","17:31:50",82.85
94,DoorDash,,"2024-12-11","17:03:27",64.88
95,DoorDash,,"2024-12-11","17:03:23",28.45
96,DoorDash,,"2024-12-10","17:11:10",48.90
97,DoorDash,,"2024-12-09","22:02:40",38.43
98,DoorDash,,"2024-12-09","21:48:01",14.95
99,DoorDash,,"2024-12-09","19:10:47",117.75
100,DoorDash,,"2024-12-08","20:38:03",28.45
101,DoorDash,,"2024-12-08","20:09:58",62.89
102,DoorDash,,"2024-12-08","17:59:35",127.73
103,DoorDash,,"2024-12-07","22:17:17",39.90
104,DoorDash,,"2024-12-07","16:48:01",29.95
105,DoorDash,,"2024-12-07","16:53:54",74.35
106,DoorDash,,"2024-12-06","23:27:43",120.75
107,DoorDash,,"2024-12-06","23:22:56",23.45
108,DoorDash,,"2024-12-06","23:01:58",90.35
109,DoorDash,,"2024-12-06","21:31:10",57.40
110,DoorDash,,"2024-12-06","12:54:51",40.89
111,DoorDash,,"2024-12-06","17:28:25",60.35
112,DoorDash,,"2024-12-06","17:35:21",66.36
113,DoorDash,,"2024-12-05","20:46:54",32.45
114,DoorDash,,"2024-12-05","20:47:23",6.00
115,DoorDash,,"2024-12-05","18:35:41",20.45
116,DoorDash,,"2024-12-05","18:09:51",123.25
117,DoorDash,,"2024-12-04","22:00:19",61.85
118,DoorDash,,"2024-12-04","20:36:11",48.90
119,DoorDash,,"2024-12-04","18:41:23",64.35
120,DoorDash,,"2024-12-04","17:00:37",146.68
121,DoorDash,,"2024-12-03","21:33:06",28.94
122,DoorDash,,"2024-12-03","18:57:40",36.90
123,DoorDash,,"2024-12-02","21:43:03",94.30
124,DoorDash,,"2024-12-02","21:09:13",45.40
125,DoorDash,,"2024-12-02","18:29:23",57.90
126,DoorDash,,"2024-12-01","22:34:09",90.78
127,DoorDash,,"2024-12-01","18:16:00",32.45
128,DoorDash,,"2024-11-30","22:55:07",35.40
129,DoorDash,,"2024-11-30","22:45:59",33.95
130,DoorDash,,"2024-11-30","22:42:33",54.90
131,DoorDash,,"2024-11-30","21:38:54",73.85
132,DoorDash,,"2024-11-30","21:58:36",36.90
133,DoorDash,,"2024-11-30","21:11:14",54.39
134,DoorDash,,"2024-11-30","20:52:12",38.45
135,DoorDash,,"2024-11-30","17:46:24",59.90
136,DoorDash,,"2024-11-30","17:06:23",87.30
137,DoorDash,,"2024-11-29","18:42:38",62.89
138,DoorDash,,"2024-11-27","21:40:10",24.45
140,DoorDash,,"2024-11-27","19:40:47",29.95
141,DoorDash,,"2024-11-27","19:45:06",87.35
142,DoorDash,,"2024-11-27","17:33:14",23.45
143,DoorDash,,"2024-11-27","17:03:05",78.35
144,DoorDash,,"2024-11-26","22:54:46",37.95
145,DoorDash,,"2024-11-26","21:42:34",27.45
146,DoorDash,,"2024-11-26","21:37:57",83.35
147,DoorDash,,"2024-11-26","19:36:26",95.30
148,DoorDash,,"2024-11-26","19:19:06",60.89
149,DoorDash,,"2024-11-26","11:20:37",32.45
150,DoorDash,,"2024-11-25","21:53:39",53.40
151,DoorDash,,"2024-11-25","18:15:26",72.34
152,DoorDash,,"2024-11-24","22:49:38",20.95
153,DoorDash,,"2024-11-24","22:01:39",39.90
154,DoorDash,,"2024-11-24","22:17:38",26.45
155,DoorDash,,"2024-11-24","19:33:31",76.85
156,DoorDash,,"2024-11-23","23:44:18",55.89
157,DoorDash,,"2024-11-23","23:17:41",62.90
158,DoorDash,,"2024-11-23","22:49:17",28.94
159,DoorDash,,"2024-11-23","20:18:03",39.40
160,DoorDash,,"2024-11-23","20:08:06",37.91
161,DoorDash,,"2024-11-23","18:51:13",36.90
162,DoorDash,,"2024-11-23","18:52:56",28.45
163,DoorDash,,"2024-11-23","17:37:26",45.39
164,DoorDash,,"2024-11-22","21:27:26",36.90
165,DoorDash,,"2024-11-22","19:58:01",43.85
166,DoorDash,,"2024-11-22","19:22:42",57.90
167,DoorDash,,"2024-11-22","18:27:07",65.85
169,DoorDash,,"2024-11-22","17:34:41",49.90
170,DoorDash,,"2024-11-21","22:43:54",20.95
171,DoorDash,,"2024-11-20","21:07:10",58.40
172,DoorDash,,"2024-11-20","16:20:51",41.40
173,DoorDash,,"2024-11-19","22:51:39",20.95
174,DoorDash,,"2024-11-19","21:24:57",27.45
175,DoorDash,,"2024-11-19","20:26:19",17.95
176,DoorDash,,"2024-11-19","20:35:13",24.95
177,DoorDash,,"2024-11-18","20:38:09",64.40
178,DoorDash,,"2024-11-17","21:06:00",48.90
179,DoorDash,,"2024-11-17","21:12:23",29.95
180,DoorDash,,"2024-11-17","20:06:02",21.95
181,DoorDash,,"2024-11-17","19:23:57",51.90
182,DoorDash,,"2024-11-16","23:09:41",40.90
183,DoorDash,,"2024-11-16","21:27:27",33.95
184,DoorDash,,"2024-11-16","20:46:56",36.90
185,DoorDash,,"2024-11-16","20:32:28",20.95
186,DoorDash,,"2024-11-16","19:26:27",55.89
187,DoorDash,,"2024-11-16","18:08:12",98.35
188,DoorDash,,"2024-11-15","23:38:47",38.90
189,DoorDash,,"2024-11-15","23:32:50",101.78
190,DoorDash,,"2024-11-15","23:17:18",26.44
191,DoorDash,,"2024-11-15","21:01:36",23.95
192,DoorDash,,"2024-11-15","16:17:44",65.85
193,DoorDash,,"2024-11-15","17:04:08",146.68
194,DoorDash,,"2024-11-14","21:57:18",40.95
196,DoorDash,,"2024-11-14","19:51:19",49.90
197,DoorDash,,"2024-11-13","21:54:53",59.90
198,DoorDash,,"2024-11-13","21:40:36",20.95
199,DoorDash,,"2024-11-13","21:16:42",24.95
200,DoorDash,,"2024-11-13","19:37:35",20.98
201,DoorDash,,"2024-11-13","18:46:13",62.40
202,DoorDash,,"2024-11-13","17:18:30",36.90
203,DoorDash,,"2024-11-12","21:10:42",52.90
204,DoorDash,,"2024-11-12","20:11:52",24.95
205,DoorDash,,"2024-11-12","19:39:25",40.90
206,DoorDash,,"2024-11-12","18:04:51",32.45
207,DoorDash,,"2024-11-11","22:39:00",15.95
208,DoorDash,,"2024-11-11","21:42:03",86.35
209,DoorDash,,"2024-11-11","21:36:46",33.94
210,DoorDash,,"2024-11-11","21:15:11",36.95
211,DoorDash,,"2024-11-10","21:55:34",20.95
212,DoorDash,,"2024-11-10","17:50:51",37.95
213,DoorDash,,"2024-11-10","17:54:33",36.90
214,DoorDash,,"2024-11-09","22:48:05",29.95
215,DoorDash,,"2024-11-09","19:57:14",24.95
216,DoorDash,,"2024-11-09","18:37:07",57.40
217,DoorDash,,"2024-11-09","16:17:05",20.95
218,DoorDash,,"2024-11-08","23:23:24",24.45
219,DoorDash,,"2024-11-08","21:09:01",29.95
222,DoorDash,,"2024-11-08","17:35:49",89.80
223,DoorDash,,"2024-11-07","22:51:43",36.90
224,DoorDash,,"2024-11-07","20:53:36",39.91
225,DoorDash,,"2024-11-07","20:41:54",55.90
226,DoorDash,,"2024-11-07","19:51:41",33.94
227,DoorDash,,"2024-11-07","19:25:32",68.85
228,DoorDash,,"2024-11-07","16:24:42",29.95
229,DoorDash,,"2024-11-06","21:55:33",84.85
230,DoorDash,,"2024-11-06","21:26:32",10.94
231,DoorDash,,"2024-11-06","17:47:02",45.39
232,DoorDash,,"2024-11-06","17:03:43",131.72
233,DoorDash,,"2024-11-05","20:07:20",44.90
234,DoorDash,,"2024-11-04","22:21:25",45.40
235,DoorDash,,"2024-11-04","22:23:10",60.90
236,DoorDash,,"2024-11-04","18:21:44",45.39
237,DoorDash,,"2024-11-03","22:35:47",27.94
238,DoorDash,,"2024-11-03","21:40:02",43.94
239,DoorDash,,"2024-11-03","20:27:40",32.45
240,DoorDash,,"2024-11-03","17:37:24",87.35
241,DoorDash,,"2024-11-02","21:26:11",91.35
242,DoorDash,,"2024-11-02","21:27:41",25.98
243,DoorDash,,"2024-11-02","19:24:56",51.40
244,DoorDash,,"2024-11-02","18:32:47",35.45
245,DoorDash,,"2024-11-02","17:00:54",112.77
246,DoorDash,,"2024-11-01","23:09:07",63.35
247,DoorDash,,"2024-11-01","21:12:37",28.94
248,DoorDash,,"2024-11-01","20:32:09",36.90
249,DoorDash,,"2024-11-01","18:14:27",29.95
250,DoorDash,,"2024-10-31","22:15:21",24.95
251,DoorDash,,"2024-10-31","21:15:09",69.88
252,DoorDash,,"2024-10-31","19:13:45",38.90
253,DoorDash,,"2024-10-31","18:32:28",59.90
254,DoorDash,,"2024-10-30","22:47:11",43.90
255,DoorDash,,"2024-10-30","21:54:28",20.95
256,DoorDash,,"2024-10-30","20:33:16",36.90
257,DoorDash,,"2024-10-30","20:26:53",61.39
258,DoorDash,,"2024-10-30","18:40:49",4.00
259,DoorDash,,"2024-10-30","18:36:44",33.95
260,DoorDash,,"2024-10-29","18:05:06",45.39
261,DoorDash,,"2024-10-28","22:32:11",103.30
262,DoorDash,,"2024-10-28","22:43:21",18.95
263,DoorDash,,"2024-10-28","20:21:28",36.90
264,DoorDash,,"2024-10-28","20:28:03",30.90
265,DoorDash,,"2024-10-28","18:50:35",47.40
266,DoorDash,,"2024-10-27","22:07:50",73.35
267,DoorDash,,"2024-10-27","22:01:34",33.95
268,DoorDash,,"2024-10-27","18:32:51",86.84
269,DoorDash,,"2024-10-27","18:12:13",77.85
270,DoorDash,,"2024-10-27","17:25:21",51.89
271,DoorDash,,"2024-10-26","23:14:46",36.90
273,DoorDash,,"2024-10-26","21:52:37",47.40
274,DoorDash,,"2024-10-26","21:11:27",69.38
275,DoorDash,,"2024-10-26","20:09:03",74.85
276,DoorDash,,"2024-10-26","19:06:11",29.95
277,DoorDash,,"2024-10-26","18:45:41",73.85
278,DoorDash,,"2024-10-26","17:05:34",54.90
279,DoorDash,,"2024-10-25","18:28:18",32.95
280,DoorDash,,"2024-10-24","22:23:19",24.95
282,DoorDash,,"2024-10-24","21:48:57",35.40
283,DoorDash,,"2024-10-24","20:43:19",92.25
284,DoorDash,,"2024-10-24","19:37:40",57.40
285,DoorDash,,"2024-10-24","18:46:07",45.39
286,DoorDash,,"2024-10-24","18:51:45",116.30
287,DoorDash,,"2024-10-23","22:32:42",26.44
288,DoorDash,,"2024-10-23","21:55:37",23.45
289,DoorDash,,"2024-10-23","18:37:24",43.90
290,DoorDash,,"2024-10-23","17:45:49",18.95
291,DoorDash,,"2024-10-22","20:48:24",48.90
292,DoorDash,,"2024-10-22","18:56:06",24.95
293,DoorDash,,"2024-10-22","17:11:30",47.40
294,DoorDash,,"2024-10-21","21:20:13",24.95
295,DoorDash,,"2024-10-21","17:28:38",39.40
296,DoorDash,,"2024-10-20","22:26:52",32.45
297,DoorDash,,"2024-10-20","22:17:53",36.94
298,DoorDash,,"2024-10-20","21:08:34",44.90
299,DoorDash,,"2024-10-20","20:48:52",29.95
300,DoorDash,,"2024-10-20","20:11:32",63.90
301,DoorDash,,"2024-10-20","19:08:10",49.39
302,DoorDash,,"2024-10-19","23:45:48",31.90
303,DoorDash,,"2024-10-19","20:59:22",43.90
304,DoorDash,,"2024-10-19","18:41:11",24.95
305,DoorDash,,"2024-10-19","18:36:46",53.40
306,DoorDash,,"2024-10-18","23:45:28",55.85
307,DoorDash,,"2024-10-18","21:15:49",76.85
308,DoorDash,,"2024-10-18","21:10:06",31.45
309,DoorDash,,"2024-10-18","20:31:55",85.30
310,DoorDash,,"2024-10-18","19:46:23",58.90
311,DoorDash,,"2024-10-18","19:47:11",49.40
312,DoorDash,,"2024-10-17","17:05:28",138.67
313,DoorDash,,"2024-10-16","21:55:58",58.40
314,DoorDash,,"2024-10-16","19:09:19",19.94
315,DoorDash,,"2024-10-15","21:40:37",23.45
316,DoorDash,,"2024-10-15","21:54:23",36.90
317,DoorDash,,"2024-10-15","21:21:04",60.90
318,DoorDash,,"2024-10-15","20:13:55",86.80
319,DoorDash,,"2024-10-15","18:53:48",44.90
320,DoorDash,,"2024-10-15","17:52:58",64.90
321,DoorDash,,"2024-10-14","22:37:18",36.95
322,DoorDash,,"2024-10-14","22:30:30",63.90
323,DoorDash,,"2024-10-14","22:03:09",68.33
324,DoorDash,,"2024-10-14","22:01:30",25.95
325,DoorDash,,"2024-10-14","20:36:42",24.95
326,DoorDash,,"2024-10-14","20:26:26",23.45
329,DoorDash,,"2024-10-14","17:09:06",54.90
330,DoorDash,,"2024-10-13","21:42:14",18.95
331,DoorDash,,"2024-10-13","19:47:44",32.95
332,DoorDash,,"2024-10-12","20:00:55",36.45
333,DoorDash,,"2024-10-12","18:21:29",36.90
334,DoorDash,,"2024-10-11","21:40:40",60.88
335,DoorDash,,"2024-10-11","21:15:53",45.40
336,DoorDash,,"2024-10-11","21:01:22",29.95
337,DoorDash,,"2024-10-11","21:26:29",6.00
338,DoorDash,,"2024-10-11","20:34:41",23.45
339,DoorDash,,"2024-10-11","18:48:24",68.37
340,DoorDash,,"2024-10-11","18:28:07",18.95
341,DoorDash,,"2024-10-11","17:22:42",47.90
342,DoorDash,,"2024-10-10","22:42:34",26.44
343,DoorDash,,"2024-10-10","20:17:13",70.80
344,DoorDash,,"2024-10-10","20:25:41",43.40
345,DoorDash,,"2024-10-10","17:08:45",24.95
346,DoorDash,,"2024-10-09","22:38:19",18.95
347,DoorDash,,"2024-10-09","22:27:43",24.95
348,DoorDash,,"2024-10-09","20:35:29",33.95
349,DoorDash,,"2024-10-08","21:24:04",52.90
350,DoorDash,,"2024-10-08","21:08:55",44.90
351,DoorDash,,"2024-10-08","17:35:45",73.80
352,DoorDash,,"2024-10-06","21:40:01",56.90
353,DoorDash,,"2024-10-05","23:17:56",58.40
354,DoorDash,,"2024-10-05","22:16:02",56.89
355,DoorDash,,"2024-10-05","20:06:24",28.45
356,DoorDash,,"2024-10-05","19:21:12",19.95
357,DoorDash,,"2024-10-05","17:38:23",40.90
358,DoorDash,,"2024-10-04","23:43:36",57.30
359,DoorDash,,"2024-10-04","23:30:29",31.95
360,DoorDash,,"2024-10-04","23:25:54",73.85
361,DoorDash,,"2024-10-04","22:18:46",65.90
362,DoorDash,,"2024-10-04","21:06:06",29.95
363,DoorDash,,"2024-10-04","19:37:21",44.90
365,DoorDash,,"2024-10-04","18:50:38",67.90
367,DoorDash,,"2024-10-04","17:07:02",24.95
368,DoorDash,,"2024-10-03","22:06:34",33.95
369,DoorDash,,"2024-10-03","20:22:11",24.95
370,DoorDash,,"2024-10-02","22:26:29",35.90
371,DoorDash,,"2024-10-02","19:28:31",58.40
372,DoorDash,,"2024-10-02","18:58:22",73.85
373,DoorDash,,"2024-10-01","22:27:15",29.95
374,DoorDash,,"2024-10-01","18:36:13",55.85
375,DoorDash,,"2024-10-01","17:17:27",61.35
376,DoorDash,,"2024-09-30","21:25:17",44.90
377,DoorDash,,"2024-09-30","20:34:37",54.89
378,DoorDash,,"2024-09-29","22:29:34",24.95
379,DoorDash,,"2024-09-29","21:56:01",33.95
380,DoorDash,,"2024-09-29","20:43:53",59.90
381,DoorDash,,"2024-09-29","20:48:39",56.90
382,DoorDash,,"2024-09-29","20:30:17",68.85
383,DoorDash,,"2024-09-29","20:19:35",23.90
384,DoorDash,,"2024-09-29","19:47:40",82.84
385,DoorDash,,"2024-09-28","23:11:20",18.95
386,DoorDash,,"2024-09-28","22:46:34",31.95
387,DoorDash,,"2024-09-28","22:12:48",27.90
388,DoorDash,,"2024-09-28","19:12:58",53.90
389,DoorDash,,"2024-09-28","18:30:50",42.89
390,DoorDash,,"2024-09-27","17:17:17",123.23
391,DoorDash,,"2024-09-26","22:16:59",60.35
392,DoorDash,,"2024-09-26","20:32:41",44.80
393,DoorDash,,"2024-09-26","19:24:04",24.45
394,DoorDash,,"2024-09-25","20:11:25",24.45
395,DoorDash,,"2024-09-25","20:04:23",23.45
396,DoorDash,,"2024-09-25","19:56:50",68.80
397,DoorDash,,"2024-09-24","22:53:42",24.45
398,DoorDash,,"2024-09-24","21:32:21",31.95
399,DoorDash,,"2024-09-24","19:55:25",28.45
400,DoorDash,,"2024-09-24","17:31:35",40.90
401,DoorDash,,"2024-09-23","22:23:27",26.44
402,DoorDash,,"2024-09-23","20:46:39",24.95
403,DoorDash,,"2024-09-22","21:10:42",15.95
404,DoorDash,,"2024-09-22","20:35:34",51.85
405,DoorDash,,"2024-09-22","18:55:22",89.35
406,DoorDash,,"2024-09-21","22:05:35",33.95
407,DoorDash,,"2024-09-21","19:19:49",20.95
408,DoorDash,,"2024-09-20","21:52:06",90.80
409,DoorDash,,"2024-09-20","20:57:09",21.94
410,DoorDash,,"2024-09-20","20:44:00",44.90
411,DoorDash,,"2024-09-20","20:06:09",130.75
412,DoorDash,,"2024-09-20","18:36:20",31.95
413,DoorDash,,"2024-09-20","17:19:44",133.22
414,DoorDash,,"2024-09-19","22:51:25",23.45
415,DoorDash,,"2024-09-18","22:35:37",63.90
416,DoorDash,,"2024-09-18","22:09:49",23.45
417,DoorDash,,"2024-09-18","21:14:41",20.95
418,DoorDash,,"2024-09-18","19:21:01",29.95
419,DoorDash,,"2024-09-18","17:01:40",72.30
420,DoorDash,,"2024-09-18","16:19:50",33.40
421,DoorDash,,"2024-09-17","22:20:49",24.95
422,DoorDash,,"2024-09-17","20:05:10",51.35
423,DoorDash,,"2024-09-17","18:10:53",29.95
424,DoorDash,,"2024-09-16","21:27:24",24.95
425,DoorDash,,"2024-09-16","21:17:53",58.40
426,DoorDash,,"2024-09-16","18:58:36",53.40
427,DoorDash,,"2024-09-16","18:00:32",54.90
428,DoorDash,,"2024-09-15","21:38:15",55.85
429,DoorDash,,"2024-09-15","21:34:33",24.95
430,DoorDash,,"2024-09-15","19:29:45",31.90
431,DoorDash,,"2024-09-15","17:50:26",40.89
432,DoorDash,,"2024-09-14","23:41:37",59.90
433,DoorDash,,"2024-09-14","20:16:15",84.85
434,DoorDash,,"2024-09-14","19:07:07",90.80
435,DoorDash,,"2024-09-14","18:59:40",54.90
436,DoorDash,,"2024-09-13","17:03:19",137.20
437,DoorDash,,"2024-09-13","17:42:46",29.95
439,DoorDash,,"2024-09-12","20:06:50",60.90
440,DoorDash,,"2024-09-12","18:09:34",20.95
441,DoorDash,,"2024-09-12","17:19:38",29.95
442,DoorDash,,"2024-09-11","22:30:45",29.95
443,DoorDash,,"2024-09-11","21:20:03",88.80
444,DoorDash,,"2024-09-10","20:03:47",36.90
445,DoorDash,,"2024-09-10","20:08:03",34.94
446,DoorDash,,"2024-09-10","19:46:58",50.90
448,DoorDash,,"2024-09-09","20:08:48",54.40
449,DoorDash,,"2024-09-08","21:04:08",6.95
450,DoorDash,,"2024-09-08","19:37:30",44.90
451,DoorDash,,"2024-09-07","23:20:42",70.83
452,DoorDash,,"2024-09-07","21:24:18",77.79
453,DoorDash,,"2024-09-07","21:04:14",29.95
454,DoorDash,,"2024-09-07","20:03:30",103.30
455,DoorDash,,"2024-09-07","18:11:31",31.95
456,DoorDash,,"2024-09-07","17:37:42",23.45
457,DoorDash,,"2024-09-07","17:35:30",20.95
458,DoorDash,,"2024-09-06","23:22:22",40.43
459,DoorDash,,"2024-09-06","22:04:06",29.95
460,DoorDash,,"2024-09-06","19:25:15",24.95
461,DoorDash,,"2024-09-06","19:15:00",23.95
462,DoorDash,,"2024-09-05","21:10:07",27.90
463,DoorDash,,"2024-09-05","20:39:31",89.80
464,DoorDash,,"2024-09-04","19:23:25",56.90
465,DoorDash,,"2024-09-02","21:22:23",63.90
466,DoorDash,,"2024-09-01","22:47:51",53.85
467,DoorDash,,"2024-09-01","18:05:54",58.30
468,DoorDash,,"2024-09-01","17:32:54",173.15
469,DoorDash,,"2024-08-31","23:36:12",60.90
470,DoorDash,,"2024-08-31","23:29:38",27.40
471,DoorDash,,"2024-08-31","23:12:09",29.95
472,DoorDash,,"2024-08-31","21:03:17",55.87
473,DoorDash,,"2024-08-31","19:19:44",56.90
474,DoorDash,,"2024-08-30","21:25:31",73.85
475,DoorDash,,"2024-08-30","18:36:33",59.90
477,DoorDash,,"2024-08-29","22:39:09",29.95
479,DoorDash,,"2024-08-29","22:00:31",93.80
480,DoorDash,,"2024-08-29","19:41:05",24.95
482,DoorDash,,"2024-08-28","22:51:40",124.25
483,DoorDash,,"2024-08-26","22:46:41",44.90
484,DoorDash,,"2024-08-26","21:06:48",31.44
485,DoorDash,,"2024-08-25","22:44:35",45.90
486,DoorDash,,"2024-08-25","22:33:24",70.85
487,DoorDash,,"2024-08-25","20:08:22",24.95
488,DoorDash,,"2024-08-25","18:46:32",29.95
489,DoorDash,,"2024-08-24","23:37:17",126.75
490,DoorDash,,"2024-08-24","22:45:57",75.92
491,DoorDash,,"2024-08-24","22:49:05",20.95
492,DoorDash,,"2024-08-24","22:49:28",23.94
493,DoorDash,,"2024-08-24","22:17:46",109.30
494,DoorDash,,"2024-08-24","21:55:57",108.10
495,DoorDash,,"2024-08-24","19:46:57",35.40
496,DoorDash,,"2024-08-23","22:24:06",81.35
497,DoorDash,,"2024-08-23","22:07:59",61.90
498,DoorDash,,"2024-08-23","21:02:28",88.30
499,DoorDash,,"2024-08-23","20:09:43",24.45
500,DoorDash,,"2024-08-23","17:02:51",164.58
501,DoorDash,,"2024-08-23","17:08:53",52.90
502,DoorDash,,"2024-08-22","17:54:41",28.45
503,DoorDash,,"2024-08-22","17:41:23",55.40
504,DoorDash,,"2024-08-21","21:00:25",56.90
505,DoorDash,,"2024-08-21","20:37:04",33.95
507,DoorDash,,"2024-08-21","20:32:59",27.40
508,DoorDash,,"2024-08-21","19:50:44",20.95
510,DoorDash,,"2024-08-21","18:21:20",34.94
511,DoorDash,,"2024-08-20","22:46:37",29.95
512,DoorDash,,"2024-08-20","22:20:56",24.95
513,DoorDash,,"2024-08-20","20:12:48",54.40
514,DoorDash,,"2024-08-20","18:01:44",53.40
515,DoorDash,,"2024-08-19","22:18:04",48.40
516,DoorDash,,"2024-08-19","20:51:43",31.95
517,DoorDash,,"2024-08-19","19:02:38",44.90
518,DoorDash,,"2024-08-18","22:44:00",41.89
519,DoorDash,,"2024-08-18","21:55:01",52.90
520,DoorDash,,"2024-08-18","19:46:34",50.80
521,DoorDash,,"2024-08-18","19:13:25",44.90
522,DoorDash,,"2024-08-18","19:05:21",40.88
523,DoorDash,,"2024-08-18","18:30:27",29.95
524,DoorDash,,"2024-08-18","18:12:04",43.85
525,DoorDash,,"2024-08-18","18:10:37",23.95
526,DoorDash,,"2024-08-18","17:45:46",33.95
527,DoorDash,,"2024-08-18","17:45:45",28.45
528,DoorDash,,"2024-08-17","23:37:01",18.95
529,DoorDash,,"2024-08-17","18:13:57",29.95
530,DoorDash,,"2024-08-17","17:10:51",61.85
531,DoorDash,,"2024-08-16","20:53:25",33.94
532,DoorDash,,"2024-08-16","18:17:04",39.94
533,DoorDash,,"2024-08-16","17:29:23",20.95
534,DoorDash,,"2024-08-16","17:08:28",29.95
535,DoorDash,,"2024-08-15","22:35:16",33.94
536,DoorDash,,"2024-08-15","20:05:53",24.95
